"源文件","行","组件/函数","来源","文字或字面量","候选系统词","证据边界"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1341","StaffActionsPanel","jsx-template-text","历史出品取消说明","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1350","StaffActionsPanel","jsx-expression-literal","refund.request","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1350","StaffActionsPanel","jsx-text","商品处理","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1351","StaffActionsPanel","jsx-expression-literal","remake","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1351","StaffActionsPanel","jsx-text","本次份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1352","StaffActionsPanel","jsx-template-text","本次","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1352","StaffActionsPanel","jsx-template-text","份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1352","StaffActionsPanel","jsx-expression-literal","deliver","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1352","StaffActionsPanel","jsx-expression-literal","送达","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1352","StaffActionsPanel","jsx-expression-literal","完成","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1357","StaffActionsPanel","jsx-expression-literal","deliver","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","syncing","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","已确认，等待同步","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","submitting","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","正在确认…","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","结果待确认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","deliver","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","本次已送达","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","全部已送达","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","remake","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","重新制作","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1358","StaffActionsPanel","jsx-expression-literal","制作完成","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1362","StaffActionsPanel","jsx-text","查看权限说明","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1364","StaffActionsPanel","jsx-expression-literal","kds.exception.manage","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1371","StaffActionsPanel","jsx-expression-literal","确认取消遗留","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1371","StaffActionsPanel","jsx-expression-literal","不再出品","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1380","StaffActionsPanel","jsx-text","再显示24项（还有","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1380","StaffActionsPanel","jsx-text","项）","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1386","StaffActionsPanel","jsx-expression-literal","reservations","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1406","StaffActionsPanel","jsx-expression-literal","操作正在后台确认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1451","StaffActionsPanel","attribute:title","扫描会员码或点心核销码","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1473","MemberBenefitTaskCards","jsx-text","当前范围没有会员权益暂留。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1479","MemberBenefitTaskCards","jsx-expression-literal","会员号待确认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1479","MemberBenefitTaskCards","jsx-expression-literal","顾客姓名未设置","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1479","MemberBenefitTaskCards","jsx-text","· 暂留至","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1480","MemberBenefitTaskCards","jsx-text","本次出品","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1481","MemberBenefitTaskCards","jsx-expression-literal","（原礼遇）","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1481","MemberBenefitTaskCards","jsx-expression-literal","（合规替代）","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1483","MemberBenefitTaskCards","jsx-text","替换原因","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1485","MemberBenefitTaskCards","jsx-expression-literal","请说明顾客选择或合规原因","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1488","MemberBenefitTaskCards","jsx-template-text","member-gift:","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1488","MemberBenefitTaskCards","jsx-expression-literal","正在核销","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1488","MemberBenefitTaskCards","jsx-expression-literal","二次确认并出品","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1490","MemberBenefitTaskCards","jsx-template-text","member-gift-cancel:","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1490","MemberBenefitTaskCards","jsx-expression-literal","正在取消","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1490","MemberBenefitTaskCards","jsx-expression-literal","取消暂留","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1495","MemberBenefitTaskCards","jsx-expression-literal","当前桌台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1496","MemberBenefitTaskCards","jsx-expression-literal","会员号待确认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1496","MemberBenefitTaskCards","jsx-text","· 核销码","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1499","MemberBenefitTaskCards","jsx-expression-literal","reserved","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1501","MemberBenefitTaskCards","jsx-template-text","member-snack:","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1501","MemberBenefitTaskCards","jsx-expression-literal","正在核销","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1501","MemberBenefitTaskCards","jsx-expression-literal","确认核销并出品","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1504","MemberBenefitTaskCards","jsx-template-text","member-snack-cancel:","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1504","MemberBenefitTaskCards","jsx-expression-literal","正在取消","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1504","MemberBenefitTaskCards","jsx-expression-literal","取消暂留","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","attribute:aria-label","优先安排队列","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-text","优先安排队列","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-text","同一到店时段先按会员规则；手动调整必须留原因，不改变容量或桌位承诺。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","waitlist","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","候位","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","预约","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","普通安排","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","会员优先安排","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-template-text","· 已","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","promote","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","上调","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","demote","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","下调","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-expression-literal","恢复默认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-text","原因：","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-text","上调","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-text","下调","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1593","PriorityQueue","jsx-text","恢复默认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1614","ReservationList","jsx-text","正在读取预约","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1619","ReservationList","attribute:aria-label","预约工作台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1621","ReservationList","jsx-text","预约与到店","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1621","ReservationList","jsx-expression-literal","carryover","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1621","ReservationList","jsx-expression-literal","跨日仍未闭环的预约","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1621","ReservationList","jsx-expression-literal","history","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1621","ReservationList","jsx-expression-literal","按原日期查询历史预约","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1621","ReservationList","jsx-expression-literal","待确认预约和当日到店安排","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1622","ReservationList","jsx-text","刷新","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1624","ReservationList","attribute:aria-label","预约范围","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1625","ReservationList","jsx-text","当前营业日","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1626","ReservationList","jsx-text","跨日未闭环","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1627","ReservationList","jsx-text","历史查询","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1629","ReservationList","jsx-expression-literal","history","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1630","ReservationList","jsx-text","开始日期","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1631","ReservationList","jsx-text","结束日期","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1632","ReservationList","jsx-text","查询","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1636","ReservationList","jsx-template-text","reservation:","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1638","ReservationList","jsx-expression-literal","held","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1638","ReservationList","jsx-expression-literal","confirmed","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1640","ReservationList","jsx-expression-literal","待安排桌位","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1635","ReservationList","jsx-text","当前没有待处理预约","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1644","ReservationList","jsx-text","人 ·","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1648","ReservationList","jsx-expression-literal","联系方式已保护","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1648","ReservationList","jsx-expression-literal","未留联系方式","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1649","ReservationList","jsx-text","位置偏好：","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1650","ReservationList","jsx-text","备注：","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1653","ReservationList","jsx-expression-literal","pending","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1655","ReservationList","jsx-expression-literal","确认中…","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1655","ReservationList","jsx-expression-literal","确认预约","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1658","ReservationList","jsx-expression-literal","confirmed","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1660","ReservationList","jsx-expression-literal","登记中…","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1660","ReservationList","jsx-expression-literal","客人到店","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1663","ReservationList","jsx-expression-literal","arrived","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1663","ReservationList","jsx-expression-literal","seated","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1665","ReservationList","jsx-expression-literal","归档中…","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1665","ReservationList","jsx-expression-literal","完成接待","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1769","TableActionSheet","jsx-expression-literal","正在结台…","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1769","TableActionSheet","jsx-expression-literal","closing","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1769","TableActionSheet","jsx-expression-literal","确认完成结台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1769","TableActionSheet","jsx-expression-literal","确认结台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1769","TableActionSheet","jsx-expression-literal","closing","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1769","TableActionSheet","jsx-expression-literal","继续结台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1769","TableActionSheet","jsx-expression-literal","准备结台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1771","TableActionSheet","jsx-text","关台说明","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1817","TableActionSheet","jsx-template-text","桌台操作","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1820","TableActionSheet","jsx-text","· 容量","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1821","TableActionSheet","jsx-expression-literal","空闲","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1821","TableActionSheet","jsx-expression-literal","closing","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1821","TableActionSheet","jsx-expression-literal","结台中","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1821","TableActionSheet","jsx-expression-literal","已开台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1822","TableActionSheet","attribute:aria-label","关闭桌台操作","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1827","TableActionSheet","jsx-text","实际到店人数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1832","TableActionSheet","attribute:aria-label","实际到店人数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1832","TableActionSheet","attribute:placeholder","其他","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1843","TableActionSheet","jsx-expression-literal","table.open","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1845","TableActionSheet","jsx-text","客群场景（可选）","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1846","TableActionSheet","attribute:aria-label","客群场景（可选）","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1859","TableActionSheet","jsx-text","加座说明","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1860","TableActionSheet","attribute:placeholder","例如：现场加2把椅子，通道已确认","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1863","TableActionSheet","jsx-expression-literal","table.open","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1865","TableActionSheet","jsx-text","确认开台","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
