"源文件","行","组件/函数","来源","文字或字面量","候选系统词","证据边界"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","attention","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","打印异常，请联系岗位","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","printed","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","打印程序已报完成，待岗位知悉","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","145","ItemAfterSalesPanel","jsx-expression-literal","等待打印，仍可直接联系岗位","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","146","ItemAfterSalesPanel","jsx-text","已联系所示岗位，确认知悉","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","148","ItemAfterSalesPanel","jsx-text","重试已确认失败的","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","148","ItemAfterSalesPanel","jsx-expression-literal","cash","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","148","ItemAfterSalesPanel","jsx-expression-literal","现金","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","148","ItemAfterSalesPanel","jsx-expression-literal","postar","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","148","ItemAfterSalesPanel","jsx-expression-literal","线上","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","148","ItemAfterSalesPanel","jsx-expression-literal","原渠道","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","148","ItemAfterSalesPanel","jsx-text","退款 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","149","ItemAfterSalesPanel","jsx-expression-literal","cash","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","149","ItemAfterSalesPanel","jsx-expression-literal","approved","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","149","ItemAfterSalesPanel","jsx-expression-literal","processing","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","150","ItemAfterSalesPanel","jsx-text","现金 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","150","ItemAfterSalesPanel","jsx-text","已实际退给客人","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","151","ItemAfterSalesPanel","jsx-text","登记现金已退","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","153","ItemAfterSalesPanel","jsx-text","原付款记录已变化，不能继续按未付款免收。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","153","ItemAfterSalesPanel","jsx-expression-literal","可修改原申请，按最新原款重新核对；所选商品保持暂停。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","153","ItemAfterSalesPanel","jsx-expression-literal","请核对原付款及原申请，所选商品保持暂停。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","154","ItemAfterSalesPanel","jsx-text","原付款分摊或部分付款退菜金额待核对；所选商品继续暂停，尚未发起退款。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","155","ItemAfterSalesPanel","jsx-text","原付款已确认未收，继续停止减账","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","156","ItemAfterSalesPanel","jsx-text","份库存原记录待核对，未自动回库。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","157","ItemAfterSalesPanel","jsx-text","按原付款确认退回金额（合计 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","158","ItemAfterSalesPanel","jsx-text","· 本单可退 ¥","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","159","ItemAfterSalesPanel","jsx-template-text","退回金额","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","162","ItemAfterSalesPanel","jsx-expression-literal","unpaid_stop","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","162","ItemAfterSalesPanel","jsx-expression-literal","确认停止并免收","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","162","ItemAfterSalesPanel","jsx-expression-literal","批准","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","163","ItemAfterSalesPanel","jsx-expression-literal","unpaid_stop","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","163","ItemAfterSalesPanel","jsx-expression-literal","拒绝停止","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","163","ItemAfterSalesPanel","jsx-expression-literal","拒绝退款","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","164","ItemAfterSalesPanel","jsx-text","撤回申请","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","166","ItemAfterSalesPanel","jsx-text","修改申请","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","168","ItemAfterSalesPanel","jsx-text","修改后份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","169","ItemAfterSalesPanel","jsx-text","修改原因","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","170","ItemAfterSalesPanel","jsx-text","修改后按原成交事实重新计算，旧申请不再接受审核。减少的份数仍暂停，需明确确认继续。","事实","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","171","ItemAfterSalesPanel","jsx-text","保存修改，重新申请","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","171","ItemAfterSalesPanel","jsx-text","取消修改","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","175","ItemAfterSalesPanel","jsx-text","确认继续原商品","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","176","ItemAfterSalesPanel","jsx-expression-literal","approved","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","177","ItemAfterSalesPanel","jsx-expression-literal","剩余商品的实际去向","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","177","ItemAfterSalesPanel","jsx-expression-literal","已制作商品的实际去向","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","178","ItemAfterSalesPanel","jsx-expression-literal","rejected","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","178","ItemAfterSalesPanel","jsx-expression-literal","withdrawn","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","178","ItemAfterSalesPanel","jsx-text","原桌次已结束；退款决定保持，仅核对实物去向。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/ItemAfterSalesPanel.tsx","179","ItemAfterSalesPanel","jsx-text","本批实物份数","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
